customer_id,screening_status,screening_date,screening_reference,screening_evidence_present
CUST100893,CLEAR,2026-08-01,SCR-CUST100893,True
CUST100894,NO_MATCH,2026-08-01,SCR-CUST100894,True
CUST100895,CLEAR,2026-08-01,SCR-CUST100895,True
CUST100896,CLEAR,2026-08-01,SCR-CUST100896,True
CUST100897,CLEAR,2026-08-01,SCR-CUST100897,True
CUST100898,CLEAR,2026-08-01,SCR-CUST100898,True
CUST100899,CLEAR,2026-08-01,SCR-CUST100899,True
CUST100900,CLEAR,2026-08-01,SCR-CUST100900,True
CUST100901,PENDING,2026-08-01,,False
CUST100902,CLEAR,2026-08-01,SCR-CUST100902,True
CUST100903,CLEAR,2026-08-01,SCR-CUST100903,True
CUST100904,CLEAR,2026-08-01,SCR-CUST100904,True
CUST100905,CLEAR,2026-08-01,SCR-CUST100905,True
CUST100906,CLEAR,2026-08-01,SCR-CUST100906,True
CUST100907,HIGH_RISK,2026-08-01,SCR-CUST100907,True
CUST100908,CLEAR,2026-08-01,SCR-CUST100908,True
CUST100909,CLEAR,2026-08-01,SCR-CUST100909,True
CUST100910,CLEAR,2026-08-01,SCR-CUST100910,True
CUST100911,CLEAR,2026-08-01,SCR-CUST100911,True
CUST100912,PENDING,2026-08-01,SCR-CUST100912,True
CUST100913,CLEAR,2026-08-01,SCR-CUST100913,True
CUST100914,CLEAR,2026-08-01,SCR-CUST100914,True
CUST100915,CLEAR,2026-08-01,SCR-CUST100915,True
CUST100916,CLEAR,2026-08-01,SCR-CUST100916,True
CUST100917,CLEAR,2026-08-01,SCR-CUST100917,True
CUST100918,CLEAR,2026-08-01,SCR-CUST100918,True
CUST100919,CLEAR,2026-08-01,SCR-CUST100919,True
CUST100920,CLEAR,2026-08-01,SCR-CUST100920,True
CUST100921,PENDING,2026-08-01,SCR-CUST100921,True
CUST100922,CLEAR,2026-08-01,SCR-CUST100922,True
CUST100923,NO_MATCH,2026-08-01,SCR-CUST100923,True
CUST100924,CLEAR,2026-08-01,SCR-CUST100924,True
CUST100925,CLEAR,2026-08-01,SCR-CUST100925,True
CUST100926,CLEAR,2026-08-01,SCR-CUST100926,True
CUST100927,CLEAR,2026-08-01,SCR-CUST100927,True
CUST100928,CLEAR,2026-08-01,SCR-CUST100928,True
CUST100929,NO_MATCH,2026-08-01,SCR-CUST100929,True
CUST100930,PENDING,2026-08-01,,False
CUST100931,CLEAR,2026-08-01,SCR-CUST100931,True
CUST100932,CLEAR,2026-08-01,SCR-CUST100932,True
CUST100933,CLEAR,2026-08-01,SCR-CUST100933,True
CUST100934,CLEAR,2026-08-01,SCR-CUST100934,True
CUST100935,CLEAR,2026-08-01,SCR-CUST100935,True
CUST100936,CLEAR,2026-08-01,SCR-CUST100936,True
CUST100937,CLEAR,2026-08-01,SCR-CUST100937,True
CUST100938,CLEAR,2026-08-01,SCR-CUST100938,True
CUST100939,CLEAR,2026-08-01,SCR-CUST100939,True
CUST100940,CLEAR,2026-08-01,SCR-CUST100940,True
CUST100941,CLEAR,2026-08-01,SCR-CUST100941,True
CUST100942,CLEAR,2026-08-01,SCR-CUST100942,True
CUST100943,CLEAR,2026-08-01,SCR-CUST100943,True
CUST100944,CLEAR,2026-08-01,SCR-CUST100944,True
CUST100945,HIGH_RISK,2026-08-01,SCR-CUST100945,True
CUST100946,CLEAR,2026-08-01,SCR-CUST100946,True
CUST100947,CLEAR,2026-08-01,SCR-CUST100947,True
CUST100948,PENDING,2026-08-01,SCR-CUST100948,True
CUST100949,CLEAR,2026-08-01,SCR-CUST100949,True
CUST100950,PENDING,2026-08-01,,False
CUST100951,NO_MATCH,2026-08-01,SCR-CUST100951,True
CUST100952,NO_MATCH,2026-08-01,SCR-CUST100952,True
CUST100953,CLEAR,2026-08-01,SCR-CUST100953,True
CUST100954,CLEAR,2026-08-01,SCR-CUST100954,True
CUST100955,CLEAR,2026-08-01,SCR-CUST100955,True
CUST100956,NO_MATCH,2026-08-01,SCR-CUST100956,True
CUST100957,NO_MATCH,2026-08-01,SCR-CUST100957,True
CUST100958,CLEAR,2026-08-01,SCR-CUST100958,True
CUST100959,CLEAR,2026-08-01,SCR-CUST100959,True
CUST100960,CLEAR,2026-08-01,SCR-CUST100960,True
CUST100961,CLEAR,2026-08-01,SCR-CUST100961,True
CUST100962,CLEAR,2026-08-01,SCR-CUST100962,True
CUST100963,CLEAR,2026-08-01,SCR-CUST100963,True
CUST100964,CLEAR,2026-08-01,SCR-CUST100964,True
CUST100965,CLEAR,2026-08-01,SCR-CUST100965,True
CUST100966,CLEAR,2026-08-01,SCR-CUST100966,True
CUST100967,CLEAR,2026-08-01,SCR-CUST100967,True
CUST100968,CLEAR,2026-08-01,SCR-CUST100968,True
CUST100969,CLEAR,2026-08-01,SCR-CUST100969,True
CUST100970,NO_MATCH,2026-08-01,SCR-CUST100970,True
CUST100971,CLEAR,2026-08-01,SCR-CUST100971,True
CUST100972,CLEAR,2026-08-01,SCR-CUST100972,True
CUST100973,CLEAR,2026-08-01,SCR-CUST100973,True
CUST100974,CLEAR,2026-08-01,SCR-CUST100974,True
CUST100975,CLEAR,2026-08-01,SCR-CUST100975,True
CUST100976,CLEAR,2026-08-01,SCR-CUST100976,True
CUST100977,CLEAR,2026-08-01,SCR-CUST100977,True
CUST100978,CLEAR,2026-08-01,SCR-CUST100978,True
CUST100979,CLEAR,2026-08-01,SCR-CUST100979,True
CUST100980,CLEAR,2026-08-01,SCR-CUST100980,True
CUST100981,CLEAR,2026-08-01,SCR-CUST100981,True
CUST100982,CLEAR,2026-08-01,SCR-CUST100982,True
CUST100983,CLEAR,2026-08-01,SCR-CUST100983,True
CUST100984,CLEAR,2026-08-01,SCR-CUST100984,True
CUST100985,CLEAR,2026-08-01,SCR-CUST100985,True
CUST100986,CLEAR,2026-08-01,SCR-CUST100986,True
CUST100987,CLEAR,2026-08-01,SCR-CUST100987,True
CUST100988,NO_MATCH,2026-08-01,SCR-CUST100988,True
CUST100989,NO_MATCH,2026-08-01,SCR-CUST100989,True
CUST100990,NO_MATCH,2026-08-01,SCR-CUST100990,True
CUST100991,CLEAR,2026-08-01,SCR-CUST100991,True
CUST100992,CLEAR,2026-08-01,SCR-CUST100992,True
CUST100993,CLEAR,2026-08-01,SCR-CUST100993,True
CUST100994,CLEAR,2026-08-01,SCR-CUST100994,True
CUST100995,CLEAR,2026-08-01,SCR-CUST100995,True
CUST100996,CLEAR,2026-08-01,SCR-CUST100996,True
CUST100997,CLEAR,2026-08-01,SCR-CUST100997,True
CUST100998,CLEAR,2026-08-01,SCR-CUST100998,True
CUST100999,CLEAR,2026-08-01,SCR-CUST100999,True
